path,label,source,width,height,group,stratum
data/unified_waste/included/glass/garbage_classification__005529__b638685d6b88.jpg,glass,garbage_classification,225,225,2586,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005530__2e640995581e.jpg,glass,trashnet,512,384,2587,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005531__a8b8edd6abf2.jpg,glass,garbage_classification,2250,3000,2588,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005532__16119abf9913.jpg,glass,trashnet,512,384,2589,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005533__0311b274fd25.jpg,glass,garbage_classification,248,203,2590,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005534__faa113db0cde.jpg,glass,trashnet,512,384,2591,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005535__6c25f676c03f.jpg,glass,trashnet,512,384,2592,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005536__c2fa515c8037.jpg,glass,garbage_classification,225,225,2593,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005538__e70310c78e65.jpg,glass,garbage_classification,474,474,2594,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005539__c2124d94ddcc.jpg,glass,garbage_classification,1125,1500,2595,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005540__e5ce2103f357.jpg,glass,garbage_classification,225,225,2596,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005541__97b32bb1a790.jpg,glass,trashnet,512,384,2597,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005542__fd694e24184b.jpg,glass,garbage_classification,194,259,2598,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005543__f422c1fe0e75.jpg,glass,garbage_classification,225,225,2599,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005544__efac0ab7c300.jpg,glass,garbage_classification,225,225,2600,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005545__fb308a5ea0a7.jpg,glass,trashnet,512,384,2601,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005546__83f1ee9bf960.jpg,glass,trashnet,512,384,2602,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005547__63d9e913c677.jpg,glass,trashnet,512,384,2603,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005548__72f5d4ca49f9.jpg,glass,trashnet,512,384,2604,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005549__e5b55c35174b.jpg,glass,garbage_classification,192,262,2605,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005550__4cbbb8861e9b.jpg,glass,garbage_classification,225,225,2606,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005551__65ecb59bea8e.jpg,glass,trashnet,512,384,2607,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005552__f0cd095c1bf9.jpg,glass,garbage_classification,204,247,2608,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005553__4b65917ff4ba.jpg,glass,garbage_classification,474,474,2609,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005554__2ef43e9be62f.jpg,glass,trashnet,512,384,2610,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005555__1984d25be624.jpg,glass,garbage_classification,259,194,2611,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005556__622882c62c55.jpg,glass,trashnet,512,384,2612,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005557__126d23772c44.jpg,glass,garbage_classification,225,225,2613,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005558__335490097e6f.jpg,glass,garbage_classification,212,238,2614,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005559__dc860e3b9fdc.jpg,glass,garbage_classification,474,474,2223,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005560__ea0741131de9.jpg,glass,garbage_classification,277,182,2615,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005561__d4b74d66ad95.jpg,glass,trashnet,512,384,2616,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005562__54a310594f36.jpg,glass,garbage_classification,221,228,2617,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005563__784e10613254.jpg,glass,garbage_classification,259,195,2618,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005564__0ef60450f9df.jpg,glass,garbage_classification,194,259,2619,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005565__e3fed287d627.jpg,glass,trashnet,512,384,2620,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005566__7a856b02ac4c.jpg,glass,garbage_classification,246,205,2621,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005567__83e8e7926f39.jpg,glass,garbage_classification,225,225,2622,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005568__75d894cebfb6.jpg,glass,trashnet,512,384,2623,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005569__d521151181a9.jpg,glass,garbage_classification,289,483,2624,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005570__f8695638c1c9.jpg,glass,garbage_classification,158,318,2625,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005571__0330cdd959b6.jpg,glass,garbage_classification,292,173,2626,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005572__6f272a05e7d0.jpg,glass,garbage_classification,225,225,2627,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005573__84e91c1987b5.jpg,glass,garbage_classification,570,440,2628,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005574__317ca5a02a0f.jpg,glass,trashnet,512,384,2629,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005575__d3e98d4bf27c.jpg,glass,garbage_classification,183,275,2630,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005576__374ef9724232.jpg,glass,trashnet,512,384,2631,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005577__97350898ad44.jpg,glass,trashnet,512,384,2632,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005578__a1ebebd60f95.jpg,glass,trashnet,512,384,2633,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005579__6b7b73a7618e.jpg,glass,garbage_classification,194,259,2634,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005580__b48d4bf082a6.jpg,glass,garbage_classification,272,185,2635,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005581__70ad17913a03.jpg,glass,garbage_classification,3000,3000,2636,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005582__cd95483bf879.jpg,glass,garbage_classification,474,632,2637,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005583__6c6992463fe6.jpg,glass,trashnet,512,384,2638,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005584__6959292778a5.jpg,glass,garbage_classification,225,225,2639,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005585__d04d05560c9b.jpg,glass,trashnet,512,384,2640,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005586__7a4105d3c6d3.jpg,glass,garbage_classification,3024,4032,2641,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005587__6617a82f4199.jpg,glass,garbage_classification,219,231,2642,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005588__9b9393e30d70.jpg,glass,garbage_classification,225,225,2643,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005589__b3e7fcff831c.jpg,glass,garbage_classification,194,259,2644,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005590__6052dc2620f4.jpg,glass,garbage_classification,174,289,2645,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005591__76545e91ec97.jpg,glass,garbage_classification,640,640,2646,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005592__01169dcdf249.jpg,glass,garbage_classification,640,640,2647,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005593__4994af8d34fa.jpg,glass,garbage_classification,252,200,2648,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005594__ff9efe27a5d8.jpg,glass,garbage_classification,256,197,2649,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005595__20797231e2af.jpg,glass,garbage_classification,222,227,2650,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005596__ca79a48029ee.jpg,glass,trashnet,512,384,2651,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005597__e99b5c830538.jpg,glass,garbage_classification,474,975,2652,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005598__ada248f601da.jpg,glass,garbage_classification,252,200,2653,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005599__e1eaa1a64d29.jpg,glass,garbage_classification,251,200,2654,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005600__c9cb0487b7d8.jpg,glass,garbage_classification,259,194,2655,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005601__28b1de81aa6e.jpg,glass,garbage_classification,225,225,2656,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005602__5a3c1eb0a222.jpg,glass,garbage_classification,259,194,2657,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005603__a32623c62eae.jpg,glass,garbage_classification,375,500,2658,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005604__7468e36b3009.jpg,glass,garbage_classification,1024,1024,2659,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005605__6ed596a09e98.jpg,glass,garbage_classification,580,1600,2660,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005606__b4ff78d7ef4a.jpg,glass,garbage_classification,218,231,2661,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005607__c16aea07b308.jpg,glass,garbage_classification,225,225,2662,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005608__3473a9455f5f.jpg,glass,garbage_classification,169,225,2663,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005609__2d2a0b53a1ff.jpg,glass,garbage_classification,1881,1880,2664,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005610__2103de92120d.jpg,glass,garbage_classification,1920,2560,2665,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005611__308235495669.jpg,glass,garbage_classification,640,640,2666,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005613__32dff7a9fc67.jpg,glass,garbage_classification,186,300,2667,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005614__ba7220c365cc.jpg,glass,garbage_classification,268,400,2668,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005615__4ea27ca978b5.jpg,glass,garbage_classification,225,225,2669,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005616__39b264904b20.jpg,glass,garbage_classification,224,224,2670,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005617__2f0097f07f2e.jpg,glass,garbage_classification,500,500,2671,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005618__bdff67ce6651.jpg,glass,garbage_classification,300,225,2672,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005619__4871deefc14b.jpg,glass,garbage_classification,511,768,2673,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005620__ef04663df03c.jpg,glass,garbage_classification,169,225,2674,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005621__9da3f9bc0cc3.jpg,glass,trashnet,512,384,2675,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005622__24b27b4f25e2.jpg,glass,trashnet,512,384,2676,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005623__558b604e57bc.jpg,glass,trashnet,512,384,2677,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005624__413b1e323bf9.jpg,glass,garbage_classification,259,194,2678,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005625__0ee3df2bf6ae.jpg,glass,garbage_classification,225,225,2679,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005626__2d6eac715ed8.jpg,glass,garbage_classification,225,225,2680,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005627__779a12e53f9c.jpg,glass,garbage_classification,474,631,2681,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005628__b9d822475b13.jpg,glass,garbage_classification,2244,2992,2682,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005629__6f107dc7cdee.jpg,glass,garbage_classification,225,224,2683,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005630__7a7532c58c47.jpg,glass,garbage_classification,225,225,2684,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005631__967ad8d619aa.jpg,glass,garbage_classification,172,292,2685,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005632__d16d76c6a289.jpg,glass,trashnet,512,384,2686,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005633__189ad906eb96.jpg,glass,garbage_classification,275,183,2687,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005634__cf0d891202ff.jpg,glass,garbage_classification,570,760,2688,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005635__c354238016d2.jpg,glass,garbage_classification,640,640,2689,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005636__27ffd93d3da8.jpg,glass,garbage_classification,225,225,2690,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005637__695638a67712.jpg,glass,garbage_classification,225,225,2691,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005638__9c511843345c.jpg,glass,garbage_classification,225,225,2692,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005639__e604a49b9afc.jpg,glass,garbage_classification,252,200,2693,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005640__3bf27464e4ed.jpg,glass,trashnet,512,384,2694,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005641__0dc5227690aa.jpg,glass,garbage_classification,225,225,2695,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005642__dc49c501a6dd.jpg,glass,garbage_classification,200,252,2696,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005643__2a061e583577.jpg,glass,trashnet,512,384,2697,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005644__46f07e4bc126.jpg,glass,garbage_classification,170,297,2698,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005645__0dee99a7a70d.jpg,glass,garbage_classification,265,190,2699,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005646__a934eb86713f.jpg,glass,garbage_classification,258,196,2700,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005647__a88f75f0911f.jpg,glass,garbage_classification,275,183,2701,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005648__ff592f00ebc5.jpg,glass,garbage_classification,1588,2823,2702,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005649__8664abe8d8b6.jpg,glass,garbage_classification,222,227,2703,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005650__9f7443987c51.jpg,glass,garbage_classification,169,225,2704,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005651__7447e24e2c02.jpg,glass,garbage_classification,225,225,2705,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005652__16eec40c0238.jpg,glass,trashnet,512,384,2706,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005653__a073874854e8.jpg,glass,trashnet,512,384,2707,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005654__f7e49e7d00c0.jpg,glass,garbage_classification,225,225,2708,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005655__34aa65e42203.jpg,glass,garbage_classification,237,213,2709,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005656__0d7f9ae8c984.jpg,glass,garbage_classification,259,194,2710,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005657__f1bc2f4a9174.jpg,glass,garbage_classification,225,300,2711,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005658__878b4328bd14.jpg,glass,garbage_classification,225,225,2712,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005659__bb5ff74ead2a.jpg,glass,garbage_classification,474,568,2713,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005660__96b7410c715c.jpg,glass,garbage_classification,720,960,2714,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005661__8ea9084dcb57.jpg,glass,garbage_classification,225,225,2715,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005662__2f31526551b6.jpg,glass,garbage_classification,225,225,3541,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005663__0f915955089c.jpg,glass,garbage_classification,225,225,2716,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005664__c4683b80b73f.jpg,glass,garbage_classification,300,225,2717,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005665__a6a5815751ab.jpg,glass,garbage_classification,275,183,2718,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005666__92b2e2d95770.jpg,glass,garbage_classification,3024,4032,2719,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005667__0422bdd27cad.jpg,glass,garbage_classification,225,225,2720,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005668__807ce74faea7.jpg,glass,garbage_classification,1106,1600,2721,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005669__2ecfd9e18707.jpg,glass,garbage_classification,1588,2822,2722,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005671__ba6b7f7efe3b.jpg,glass,garbage_classification,165,300,2723,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005672__6c77c7f8086c.jpg,glass,garbage_classification,750,750,2724,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005673__adb907c15406.jpg,glass,garbage_classification,225,225,2725,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005674__cef6966f7852.jpg,glass,garbage_classification,750,750,2726,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005675__02c0344ed3c5.jpg,glass,garbage_classification,340,270,2727,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005676__aaf497de9998.jpg,glass,garbage_classification,200,252,2728,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005677__c7e7aad4cd3f.jpg,glass,garbage_classification,225,225,2729,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005678__1d7e86bb3ac1.jpg,glass,garbage_classification,474,313,2730,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005679__b4e403e89c0a.jpg,glass,garbage_classification,169,225,2731,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005680__a9424fb2dce8.jpg,glass,garbage_classification,237,213,2732,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005681__0cbbd1345524.jpg,glass,garbage_classification,225,225,2733,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005682__8bd4a8265748.jpg,glass,garbage_classification,528,750,2734,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005683__560e5ddbac37.jpg,glass,garbage_classification,227,223,2735,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005684__7c89e7fe748f.jpg,glass,garbage_classification,224,224,2736,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005685__fd9582162ca0.jpg,glass,garbage_classification,295,295,2737,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005686__14760a5c6618.jpg,glass,trashnet,512,384,2738,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005687__4d0b55dce6a8.jpg,glass,garbage_classification,735,552,2739,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005688__da19d4fd28d3.jpg,glass,garbage_classification,155,325,2740,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005689__a463a1467b3e.jpg,glass,garbage_classification,225,169,2741,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005690__d72973231f37.jpg,glass,trashnet,512,384,2742,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005691__4f16b6470bfb.jpg,glass,garbage_classification,225,225,2238,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005692__bba83d86b92f.jpg,glass,garbage_classification,194,259,2743,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005693__c6e8910059f4.jpg,glass,garbage_classification,225,225,2744,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005694__8b2f2b99e57e.jpg,glass,garbage_classification,225,225,2745,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005695__b8a2c3767b3a.jpg,glass,garbage_classification,190,266,2746,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005696__7ba6ad64a97e.jpg,glass,trashnet,512,384,2747,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005697__c644a09fa256.jpg,glass,garbage_classification,225,225,2748,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005698__4b37380b6750.jpg,glass,garbage_classification,225,225,2749,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005699__6d7334399188.jpg,glass,garbage_classification,188,268,2750,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005700__3316b1b2a931.jpg,glass,garbage_classification,340,270,2751,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005701__5e0a6956003b.jpg,glass,garbage_classification,225,225,2752,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005702__f48b390cb18e.jpg,glass,garbage_classification,224,224,2238,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005703__2fd8470b7c05.jpg,glass,trashnet,512,384,2753,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005704__71796c29c5b2.jpg,glass,garbage_classification,225,225,2754,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005705__8e25246bdb44.jpg,glass,garbage_classification,225,225,2755,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005706__65ce286dcfee.jpg,glass,garbage_classification,794,1059,2756,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005707__5cdeb8f8b993.jpg,glass,garbage_classification,151,334,2757,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005708__e13a00058d88.jpg,glass,trashnet,512,384,2758,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005709__1ac316752bf7.jpg,glass,garbage_classification,474,633,2759,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005710__a64ccf2d8052.jpg,glass,garbage_classification,510,680,2760,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005712__59eb14f0ba1c.jpg,glass,garbage_classification,400,768,2761,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005713__4981e5227c43.jpg,glass,garbage_classification,1140,1520,2762,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005714__d973f8379398.jpg,glass,garbage_classification,198,254,2763,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005715__fd9f90c14d7e.jpg,glass,garbage_classification,480,762,2764,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005716__662d42bf1ab1.jpg,glass,trashnet,512,384,2765,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005717__7963eccb46e9.jpg,glass,garbage_classification,225,225,2766,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005718__23210a75bc2f.jpg,glass,trashnet,512,384,2767,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005719__7b0f82df0b67.jpg,glass,garbage_classification,2244,2992,2768,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005720__660300299087.jpg,glass,garbage_classification,766,718,2769,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005721__802eafffa22b.jpg,glass,garbage_classification,1200,1200,2770,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005722__d5355b555fad.jpg,glass,garbage_classification,474,631,2771,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005723__284c8843ef71.jpg,glass,garbage_classification,194,259,2772,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005724__70b7bab3b171.jpg,glass,garbage_classification,225,225,2773,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005725__88e524a3b75b.jpg,glass,garbage_classification,1140,1520,2774,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005726__18c0a1f5772b.jpg,glass,garbage_classification,224,225,2775,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005727__a69bd1b30189.jpg,glass,garbage_classification,474,840,2776,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005729__8d3c97c55f53.jpg,glass,garbage_classification,225,225,2777,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005730__c1c7695c7962.jpg,glass,trashnet,512,384,2778,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005731__f38fa26b4a61.jpg,glass,garbage_classification,194,259,2779,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005732__31167bdd35d8.jpg,glass,trashnet,512,384,2780,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005733__53f86afc9571.jpg,glass,garbage_classification,474,663,2781,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005734__3854fd073f17.jpg,glass,garbage_classification,225,225,2782,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005735__c1c5a39d373e.jpg,glass,trashnet,512,384,2783,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005736__401383992ca3.jpg,glass,trashnet,512,384,2784,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005737__301f1d7e2ce5.jpg,glass,garbage_classification,260,640,2785,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005738__486c4858f7f6.jpg,glass,garbage_classification,169,225,2786,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005739__6c0b63ec0050.jpg,glass,garbage_classification,474,663,2787,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005740__0b7739af6e5d.jpg,glass,garbage_classification,296,170,2788,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005741__60dcc463379d.jpg,glass,trashnet,512,384,2789,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005742__ca418bdb5c31.jpg,glass,garbage_classification,266,190,2790,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005743__682e7627e26c.jpg,glass,garbage_classification,259,194,2791,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005744__f2ce8b41c5b5.jpg,glass,garbage_classification,2250,3000,2792,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005745__4d8a72f41522.jpg,glass,trashnet,512,384,2793,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005746__81d2ac395224.jpg,glass,garbage_classification,194,259,2794,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005747__5dce18be01cc.jpg,glass,trashnet,512,384,2795,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005748__5b590f2e90dd.jpg,glass,garbage_classification,225,225,2796,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005749__6fe6e3daa0a1.jpg,glass,garbage_classification,225,225,2797,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005750__c436e1eef747.jpg,glass,garbage_classification,300,345,2798,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005751__be4bee3e0939.jpg,glass,garbage_classification,288,175,2799,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005752__1df914a30c35.jpg,glass,garbage_classification,183,276,2800,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005753__9e2085a30ec0.jpg,glass,garbage_classification,225,225,2801,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005754__9d1d904a3b58.jpg,glass,garbage_classification,225,225,2802,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005755__b38686359781.jpg,glass,garbage_classification,194,259,2803,glass|garbage_classification
data/unified_waste/included/glass/garbage_classification__005756__bbd6be66860a.jpg,glass,trashnet,512,384,2804,glass|trashnet
data/unified_waste/included/glass/garbage_classification__005757__aab63044e340.jpg,glass,garbage_classification,640,800,2805,glass|garbage_classification
